"","address","frequency","lon","lat","result"
"1825","Mars",9,-95.7150582,37.0901287,"5000 Estate Enighed, Independence, KS 67301, USA"
"1826","Mars ",1,-95.7150582,37.0901287,"5000 Estate Enighed, Independence, KS 67301, USA"
"1827","Marshall, TX",1,-94.3674184,32.5448714,"Old Harrison County Courthouse, Peter Whetstone Square, 200 W Houston St, Marshall, TX 75670, USA"
"1828","Marshalltown, Iowa",1,-92.9080375,42.0494674,"398-300 E State St, Marshalltown, IA 50158, USA"
"1829","Marshfield, VT ",2,-72.3539905,44.3508405,"28 School St, Marshfield, VT 05658, USA"
"1830","Marshfield, WI",1,-90.1717987,44.6688524,"205 N Central Ave, Marshfield, WI 54449, USA"
"1831","Martinsville, IN",1,-86.4283279,39.4278253,"135 N Main St, Martinsville, IN 46151, USA"
"1832","maryland",1,-76.6412712,39.0457549,"1175-1177 Goldfinch Ln, Millersville, MD 21108, USA"
"1833","Maryland",15,-76.6412712,39.0457549,"1175-1177 Goldfinch Ln, Millersville, MD 21108, USA"
"1834","Maryland ",2,-76.6412712,39.0457549,"1175-1177 Goldfinch Ln, Millersville, MD 21108, USA"
"1835","Maryland Heights, MO",1,-90.4298401,38.7131073,"413 Fee Fee Rd, Maryland Heights, MO 63043, USA"
"1836","Maryland, USA",36,-76.6412712,39.0457549,"1175-1177 Goldfinch Ln, Millersville, MD 21108, USA"
"1837","Maryland,DC,VA",1,-77.0368707,38.9071923,"1301 Bataan St NW, Washington, DC 20036, USA"
"1838","maryland.",1,-76.6412712,39.0457549,"1175-1177 Goldfinch Ln, Millersville, MD 21108, USA"
"1839","Marysville, OH",1,-83.3671432,40.2364486,"103 W 5th St, Marysville, OH 43040, USA"
"1840","Maryville, MO",1,-94.8724706,40.3461017,"105 E 1st St, Maryville, MO 64468, USA"
"1841","Maryville, TN",1,-83.9704593,35.7564719,"202 E Broadway Ave, Maryville, TN 37804, USA"
"1842","Mason County",2,-123.1951376,47.4251146,"141 N Eastside Dr, Hoodsport, WA 98548, USA"
"1843","Massachusetts",6,-71.3824374,42.4072107,"Aeropuerto Mas Cerca A Lowell massachusrtts, Sudbury, MA 01776, USA"
"1844","Massachusetts ",1,-71.3824374,42.4072107,"Aeropuerto Mas Cerca A Lowell massachusrtts, Sudbury, MA 01776, USA"
"1845","Massachusetts, USA",22,-71.3824374,42.4072107,"Aeropuerto Mas Cerca A Lowell massachusrtts, Sudbury, MA 01776, USA"
"1846","Massena, NY",1,-74.891865,44.9281049,"145 Main St, Massena, NY 13662, USA"
"1847","Maumee, OH",1,-83.6538244,41.5628294,"322 Hwy 20, Maumee, OH 43537, USA"
"1848","Maumelle, AR",1,-92.4043219,34.8667565,"1100 Edgewood Dr, Maumelle, AR 72113, USA"
"1849","Maumelle, Arkansas, USA",1,-92.4043219,34.8667565,"1100 Edgewood Dr, Maumelle, AR 72113, USA"
"1850","Mayfield Heights, OH",1,-81.457896,41.5192189,"6154 Mayfield Rd, Mayfield Heights, OH 44124, USA"
"1851","Maysville, KY",5,-83.744365,38.6411854,"1001 Forest Ave, Maysville, KY 41056, USA"
"1852","MB, Canada",1,-98.8138762,53.7608608,"Manitoba, Canada"
"1853","McAlester, OK",2,-95.7697131,34.9334298,"200 N Main St, McAlester, OK 74501, USA"
"1854","McAllen, Texas",1,-98.2300124,26.2034071,"1630 N 10th St, McAllen, TX 78501, USA"
"1855","McAllen, Tx",1,-98.2300124,26.2034071,"1630 N 10th St, McAllen, TX 78501, USA"
"1856","McAllen, TX",2,-98.2300124,26.2034071,"1630 N 10th St, McAllen, TX 78501, USA"
"1857","McDonough, GA",2,-84.1468616,33.4473361,"24 Griffin St, McDonough, GA 30253, USA"
"1858","Mckinney Texas ",1,-96.6397822,33.1972465,"524 S Central Expy, McKinney, TX 75070, USA"
"1859","McRae AR",1,-91.8223618,35.1128642,"601 E 1st, McRae, AR 72102, USA"
"1861","MD/DE/PA/NJ/NY/NV",1,-76.6412712,39.0457549,"1175-1177 Goldfinch Ln, Millersville, MD 21108, USA"
"1862","Medford, MA",1,-71.1061639,42.4184296,"85 George P Hassett Dr, Medford, MA 02155, USA"
"1863","Media, PA",1,-75.387693,39.9167783,"101 E Baltimore Ave, Media, PA 19063, USA"
"1864","MEDIA, Pa.",1,-75.387693,39.9167783,"101 E Baltimore Ave, Media, PA 19063, USA"
"1865","Medicine floor",1,-75.1964322,39.956855,"University Science Center, 3711 Market St, Philadelphia, PA 19104, USA"
"1866","Medicine Hat, Alberta",1,-110.6764257,50.0405486,"577 2 St SE, Medicine Hat, AB T1A 0C5, Canada"
"1867","Medicine Hat, Alberta, Canada",1,-110.6764257,50.0405486,"577 2 St SE, Medicine Hat, AB T1A 0C5, Canada"
"1868","Medina, NY",1,-78.3869685,43.2200583,"510 NY-63, Medina, NY 14103, USA"
"1869","melbourne, aus.",1,144.9630576,-37.8136276,"350 Bourke St, Melbourne VIC 3000, Australia"
"1870","Melbourne, Florida",1,-80.6081089,28.0836269,"800 E Seminole Ave, Melbourne, FL 32901, USA"
"1871","Melrose",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"1872","Melrose, MA",1,-71.0661633,42.4584292,"155 Myrtle St, Melrose, MA 02176, USA"
"1873","memphis",1,-90.0489801,35.1495343,"157 Poplar Ave, Memphis, TN 38103, USA"
"1874","Memphis",1,-90.0489801,35.1495343,"157 Poplar Ave, Memphis, TN 38103, USA"
"1875","Memphis, Tennessee",1,-90.0489801,35.1495343,"157 Poplar Ave, Memphis, TN 38103, USA"
"1876","Memphis, TN",18,-90.0489801,35.1495343,"157 Poplar Ave, Memphis, TN 38103, USA"
"1877","Memphis, TN ",1,-90.0489801,35.1495343,"157 Poplar Ave, Memphis, TN 38103, USA"
"1878","Mena, AR",2,-94.2396554,34.5862171,"311 Dequeen St, Mena, AR 71953, USA"
"1879","Menlo Park, CA",1,-122.1817252,37.4529598,"1001 El Camino Real, Menlo Park, CA 94025, USA"
"1880","Mentone, IN",1,-86.0347186,41.1733771,"201 E Main St, Mentone, IN 46539, USA"
"1881","Merced, CA",1,-120.4829677,37.3021632,"1731 Canal St, Merced, CA 95340, USA"
"1882","Mercer Island, WA",1,-122.2220674,47.5706548,"4204a 88th Ave SE, Mercer Island, WA 98040, USA"
"1883","Mérida, Yucatán",1,-89.5925857,20.9673702,"Calle 57<U+1D2C> 422, Lázaro Cárdenas, 97219 Mérida, Yuc., Mexico"
"1884","Merrill Island",1,-80.6659842,28.3180688,"Merritt Island, FL 32952, USA"
"1885","Merrillville, IN",1,-87.3328139,41.4828144,"25 Indian Trail, Merrillville, IN 46410, USA"
"1886","Merrimack, NH",2,-71.4948322,42.8678693,"7 Baboosic Lake Rd, Merrimack, NH 03054, USA"
"1887","Merton",1,-88.3067614,43.1466739,"W282N7084 Main St, Merton, WI 53056, USA"
"1888","Mesa, AZ",2,-111.8314724,33.4151843,"4 E Main St, Mesa, AZ 85201, USA"
"1889","Mesquite, Texas",1,-96.5991593,32.7667955,"100 S Galloway Ave, Mesquite, TX 75149, USA"
"1890","Mesquite, TX",3,-96.5991593,32.7667955,"100 S Galloway Ave, Mesquite, TX 75149, USA"
"1891","Metro Detroit",3,-83.0790865,42.8105356,"70353 Fisher Rd, Bruce Township, MI 48065, USA"
"1892","Mexico",2,-102.552784,23.634501,"av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1893","México",7,-102.552784,23.634501,"av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1894","Mexico D.F.",2,-99.133208,19.4326077,"Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1895","mia",2,-80.2870509,25.7958723,"Miami International Airport (MIA), 2100 NW 42nd Ave, Miami, FL 33126, USA"
"1896","MIA",1,-80.2870509,25.7958723,"Miami International Airport (MIA), 2100 NW 42nd Ave, Miami, FL 33126, USA"
"1897","miami",4,-80.1917902,25.7616798,"1213 Brickell Ave, Miami, FL 33131, USA"
"1898","Miami",7,-80.1917902,25.7616798,"1213 Brickell Ave, Miami, FL 33131, USA"
"1899","MIAMI",1,-80.1917902,25.7616798,"1213 Brickell Ave, Miami, FL 33131, USA"
"1900","Miami ",1,-80.1917902,25.7616798,"1213 Brickell Ave, Miami, FL 33131, USA"
"1901","Miami , FL",2,-80.1917902,25.7616798,"1213 Brickell Ave, Miami, FL 33131, USA"
"1902","Miami Beach, FL",4,-80.1300455,25.790654,"1644 Collins Ave, Miami Beach, FL 33139, USA"
"1903","Miami, FL",24,-80.1917902,25.7616798,"1213 Brickell Ave, Miami, FL 33131, USA"
"1904","Miami, Florida",1,-80.1917902,25.7616798,"1213 Brickell Ave, Miami, FL 33131, USA"
"1905","Miami, Florida USA",1,-80.1917902,25.7616798,"1213 Brickell Ave, Miami, FL 33131, USA"
"1906","Miami, Florida.",2,-80.1917902,25.7616798,"1213 Brickell Ave, Miami, FL 33131, USA"
"1907","Miami, OK",1,-94.8774554,36.8745146,"29 E Central Ave, Miami, OK 74354, USA"
"1908","miami,fl",1,-80.1917902,25.7616798,"1213 Brickell Ave, Miami, FL 33131, USA"
"1909","Miami. ",1,-80.1917902,25.7616798,"1213 Brickell Ave, Miami, FL 33131, USA"
"1910","michigan",2,-85.6023643,44.3148443,"Boon Township, MI, USA"
"1911","Michigan",18,-85.6023643,44.3148443,"Boon Township, MI, USA"
"1912","Michigan City, IN",1,-86.8950297,41.7075394,"1702 Pine St, Michigan City, IN 46360, USA"
"1913","Michigan, U.S.A.",1,-85.6023643,44.3148443,"Boon Township, MI, USA"
"1914","Michigan, USA",43,-85.6023643,44.3148443,"Boon Township, MI, USA"
"1915","Michigan<U+27A1><U+FE0F>Maryland",1,-83.7382241,42.2780436,"500 S State St, Ann Arbor, MI 48109, USA"
"1916","Mid-Wilshire, Los Angeles",1,-118.3459014,34.0572314,"La Brea / Olympic, Los Angeles, CA, USA"
"1917","Middle-Earth",1,-117.8370968,33.6446621,"529 E Peltason Dr, Irvine, CA 92617, USA"
"1918","Middle America",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"1919","middle earth",1,-117.8370968,33.6446621,"529 E Peltason Dr, Irvine, CA 92617, USA"
"1920","Middle Earth",1,-117.8370968,33.6446621,"529 E Peltason Dr, Irvine, CA 92617, USA"
"1921","middle of minnesota",1,-93.7374218,45.3374993,"601 Minnesota Ave, Big Lake, MN 55309, USA"
"1922","Middle of nowhere, NC",1,-79.0192997,35.7595731,"New Hope, NC, USA"
"1923","Middlesboro, Ky",1,-83.7142848,36.6072567,"112 tunnel view circle, Middlesboro, KY 40965, United States"
"1924","Middlesex, NJ",1,-74.4926541,40.572603,"459 Mountain Ave, Middlesex, NJ 08846, USA"
"1925","Middletown, NJ",1,-74.0915982,40.3968012,"Middletown Township, 395 Kings Hwy E, Middletown, NJ 07748, USA"
"1926","Middletown, NY",2,-74.4229341,41.4459271,"72 W Main St, Middletown, NY 10940, USA"
"1927","Middletown, OH",1,-84.3982763,39.5150576,"109 Central Ave, Middletown, OH 45044, USA"
"1928","Midland, TX",3,-102.0779146,31.9973456,"349 S Big Spring St, Midland, TX 79701, USA"
"1929","Midtown, Atlanta",1,-84.3831166,33.783315,"1065 Peachtree St NE, Atlanta, GA 30309, USA"
"1930","Midvale, UT",1,-111.8999353,40.6110589,"310 W Center St, Midvale, UT 84047, USA"
"1931","Midwest",3,-95.6143316,37.039147,"912 S Walnut St, Coffeyville, KS 67337, USA"
"1932","Midwest City, OK",1,-97.3967019,35.4495065,"SE 15th St @ Felix Pl, Midwest City, OK 73110, USA"
"1933","midwest.",1,-95.6143316,37.039147,"912 S Walnut St, Coffeyville, KS 67337, USA"
"1934","Miles Texas",1,-100.1823084,31.5973798,"485 Crd 365,, Miles, TX 76861, United States"
"1935","Milford, CT",4,-73.064036,41.2306979,"601 Boston Post Rd, Milford, CT 06460, USA"
"1936","Milford, Delaware",1,-75.4279748,38.9126129,"9 S E Front St, Milford, DE 19963, USA"
"1937","Milford, NH",1,-71.6489836,42.8353619,"1 Nashua St, Milford, NH 03055, USA"
"1938","Mill Creek, WA",1,-122.2042966,47.8600971,"15221 20th Cir SE, Mill Creek, WA 98012, USA"
"1939","Mill Spring NC",1,-82.1619441,35.2978105,"9 NC-9, Mill Spring, NC 28756, USA"
"1940","Millbrook, AL",1,-86.3619163,32.4798575,"3390 Main St, Millbrook, AL 36054, USA"
"1941","Millersburg ohio",1,-81.9179198,40.5545071,"40 W Jackson St, Millersburg, OH 44654, USA"
"1942","Millersburg, OH",2,-81.9179198,40.5545071,"40 W Jackson St, Millersburg, OH 44654, USA"
"1943","Millport, AL",1,-88.0814159,33.5634478,"131 Walker St, Millport, AL 35576, USA"
"1944","Milton, Ontario",1,-79.8774042,43.5182991,"55 Ontario St S, Milton, ON L9T 2M3, Canada"
"1945","Milwaukee",1,-87.9064736,43.0389025,"400 E Wisconsin Ave, Milwaukee, WI 53202, USA"
"1946","Milwaukee, WI",18,-87.9064736,43.0389025,"400 E Wisconsin Ave, Milwaukee, WI 53202, USA"
"1947","Milwaukee, WI, USA",1,-87.9064736,43.0389025,"400 E Wisconsin Ave, Milwaukee, WI 53202, USA"
"1948","Minden, LA",1,-93.2868354,32.6154278,"665 Main St, Minden, LA 71055, USA"
"1949","Mineola, NY",1,-73.6406845,40.7492678,"139 Jericho Turnpike, Mineola, NY 11501, USA"
"1950","Minford, Ohio",1,-82.8619549,38.8590595,"633 High St, Minford, OH 45653, USA"
"1951","Minneapolis",3,-93.2650108,44.977753,"Municipal Building, 350 S 5th St, Minneapolis, MN 55415, USA"
"1952","Minneapolis, Minnesota",1,-93.2650108,44.977753,"Municipal Building, 350 S 5th St, Minneapolis, MN 55415, USA"
"1953","Minneapolis, MN",28,-93.2650108,44.977753,"Municipal Building, 350 S 5th St, Minneapolis, MN 55415, USA"
"1954","Minneapolis/St. Paul, MN",1,-93.2009998,44.9374831,"101-193 Mississippi River Blvd S, St Paul, MN 55105, USA"
"1955","Minnesota",15,-94.6858998,46.729553,"7637 20th St SW, Backus, MN 56435, USA"
"1956","Minnesota ",1,-94.6858998,46.729553,"7637 20th St SW, Backus, MN 56435, USA"
"1957","Minnesota, Florida, Arizona",1,-96.3864428,44.7656804,"1364 250th Ave, Canby, MN 56220, USA"
"1958","Minnesota, USA",16,-94.6858998,46.729553,"7637 20th St SW, Backus, MN 56435, USA"
"1959","Minot, ND",1,-101.2922906,48.2329668,"25 E Burdick Expy, Minot, ND 58701, USA"
"1960","Minot, North Dakota",1,-101.2922906,48.2329668,"25 E Burdick Expy, Minot, ND 58701, USA"
"1961","Mission Hills, CA",1,-118.4688776,34.2722582,"15455 San Fernando Mission Blvd, Mission Hills, CA 91345, USA"
"1962","Mission, KS",1,-94.6557914,39.0277832,"6100 W 56th St, Mission, KS 66202, USA"
"1963","Mission, Texas",1,-98.3252932,26.2159066,"1000 N Conway Ave, Mission, TX 78572, USA"
"1964","Mississauga, Canada",1,-79.6441198,43.5890452,"300 City Centre Dr, Mississauga, ON L5B 2G6, Canada"
"1965","Mississauga, Ontario",3,-79.6441198,43.5890452,"300 City Centre Dr, Mississauga, ON L5B 2G6, Canada"
"1966","mississippi",2,-89.3985283,32.3546679,"20169 US-80, Forest, MS 39074, USA"
"1967","Mississippi",3,-89.3985283,32.3546679,"20169 US-80, Forest, MS 39074, USA"
"1968","Mississippi Gulf Coast, USA",1,-89.3985283,32.3546679,"20169 US-80, Forest, MS 39074, USA"
"1969","Mississippi State, MS",1,-88.7903868,33.4555279,"YMCA Building, 195 Lee Blvd, Mississippi State, MS 39762, USA"
"1970","mississippi, usa",1,-89.3985283,32.3546679,"20169 US-80, Forest, MS 39074, USA"
"1971","Mississippi, USA",15,-89.3985283,32.3546679,"20169 US-80, Forest, MS 39074, USA"
"1972","Missouri",3,-91.8318334,37.9642529,"10995 Co Rd 8150, Rolla, MO 65401, USA"
"1973","Missouri City, TX",1,-95.5377215,29.6185669,"1531 Hwy 90 Alt, Missouri City, TX 77489, USA"
"1974","Missouri, USA",25,-91.8318334,37.9642529,"10995 Co Rd 8150, Rolla, MO 65401, USA"
"1975","Mitchellville, MD",1,-76.8201976,38.9382537,"3506 Saville Ln, Bowie, MD 20721, USA"
"1976","mky",1,-93.983799,29.954751,"3830 FM 365, Port Arthur, TX 77642, USA"
"1977","Mn",1,-94.6858998,46.729553,"7637 20th St SW, Backus, MN 56435, USA"
"1978","MN",3,-94.6858998,46.729553,"7637 20th St SW, Backus, MN 56435, USA"
"1979","MN ",1,-94.6858998,46.729553,"7637 20th St SW, Backus, MN 56435, USA"
"1980","Mobile, AL",6,-88.0398912,30.6953657,"1 St Louis St, Mobile, AL 36602, USA"
"1981","Mobridge, South Dakota, USA",1,-100.4279129,45.5372162,"519 E Grand Crossing, Mobridge, SD 57601, USA"
"1982","Mokena, IL",1,-87.8892189,41.5261437,"20003 Wolf Rd, Mokena, IL 60448, USA"
"1983","Molalla Oregon ",1,-122.5756477,45.1462914,"124 S Swiegle Ave, Molalla, OR 97038, USA"
"1984","Monroe, LA",1,-92.1193012,32.5093109,"364-596 Louisville Ave, Monroe, LA 71201, USA"
"1985","Monroe, Louisiana",1,-92.1193012,32.5093109,"364-596 Louisville Ave, Monroe, LA 71201, USA"
"1986","Monroe, Michigan",1,-83.3977101,41.9164343,"6 S Monroe St, Monroe, MI 48161, USA"
"1987","Monrovia, CA",1,-118.0019482,34.1442616,"137 W Walnut Ave, Monrovia, CA 91016, USA"
"1988","Mont Belvieu, TX",1,-94.890758,29.8477222,"101-899;100-898 FM 565, Mont Belvieu, TX 77523, USA"
"1989","Montana City, Montana",1,-111.9327688,46.5377111,"10 McClellan Creek Rd, East Helena, MT 59635, USA"
"1990","Montclair, NJ",1,-74.2090053,40.8259007,"183 Park St, Montclair, NJ 07042, USA"
"1991","Monterey Bay area, CA",1,-121.947311,36.8007413,NA
"1992","Monterey, CA",1,-121.8946761,36.6002378,"140 W Franklin St, Monterey, CA 93940, USA"
"1993","Monterrey, Nuevo León",2,-100.3161126,25.6866142,"Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1994","Montgomery County",1,-77.2405153,39.1547426,"11596 Game Preserve Rd, Gaithersburg, MD 20878, USA"
"1995","Montgomery, AL",4,-86.3077368,32.3792233,"103 N Perry St, Montgomery, AL 36104, USA"
"1996","Montgomery, Alabama",1,-86.3077368,32.3792233,"103 N Perry St, Montgomery, AL 36104, USA"
"1997","Montgomery, IL",1,-88.3459048,41.730585,"31 S Lake St, Montgomery, IL 60538, USA"
"1998","Montgomery, Texas",1,-95.6963355,30.3882613,"15349 Summit Park Dr, Montgomery, TX 77356, USA"
"1999","Montreal",7,-73.567256,45.5016889,"690 Boulevard René-Lévesque O, Montréal, QC H3B 1X8, Canada"
"2000","Montréal",2,-73.567256,45.5016889,"690 Boulevard René-Lévesque O, Montréal, QC H3B 1X8, Canada"
"2001","Montreal Canada",5,-73.567256,45.5016889,"690 Boulevard René-Lévesque O, Montréal, QC H3B 1X8, Canada"
"2002","Montreal West, Quebec",1,-73.6475131,45.4524845,"73 Avenue Wolseley N, Montréal-Ouest, QC H4X 1V6, Canada"
"2003","Montreal, Canada",2,-73.567256,45.5016889,"690 Boulevard René-Lévesque O, Montréal, QC H3B 1X8, Canada"
"2004","Montreal, QC, Canada",1,-73.567256,45.5016889,"690 Boulevard René-Lévesque O, Montréal, QC H3B 1X8, Canada"
"2005","Montreal, Quebec",1,-73.567256,45.5016889,"690 Boulevard René-Lévesque O, Montréal, QC H3B 1X8, Canada"
"2006","Montréal, Québec",9,-73.567256,45.5016889,"690 Boulevard René-Lévesque O, Montréal, QC H3B 1X8, Canada"
"2007","Montreal,Canada",2,-73.567256,45.5016889,"690 Boulevard René-Lévesque O, Montréal, QC H3B 1X8, Canada"
"2008","Montrose, CO",1,-107.8761738,38.4783198,"400-498 S 1st St, Montrose, CO 81401, USA"
"2009","Montville, NJ",1,-74.383763,40.9148209,"113 US-202, Montville, NJ 07045, USA"
"2010","moon",1,-95.9759018,36.1130562,"3512 S Peoria Ave, Tulsa, OK 74105, USA"
"2011","Moon",3,-80.2213477,40.5169767,"twp., Moon, PA 15108, United States"
"2012","Moorestown, NJ",2,-74.948886,39.9688817,"17 E Central Ave, Moorestown, NJ 08057, USA"
"2013","Moorhead, MN",1,-96.7678039,46.8737648,"24 8th St S, Fargo, MN 58102, USA"
"2014","Moose Jaw, Saskatchewan",1,-105.5348562,50.3915811,"140 Main St N, Moose Jaw, SK S6H 3J7, Canada"
"2015","Moose Jaw, SK",1,-105.5348562,50.3915811,"140 Main St N, Moose Jaw, SK S6H 3J7, Canada"
"2016","Moraga, CA",1,-122.1296871,37.8349263,"1400 Moraga Way, Moraga, CA 94556, USA"
"2017","morehead, kentucky",1,-83.4326841,38.1839705,"206 E Main St, Morehead, KY 40351, USA"
"2018","Morehead, KY",3,-83.4326841,38.1839705,"206 E Main St, Morehead, KY 40351, USA"
"2019","Moreno valley",1,-117.2296717,33.9424658,"24805 Hemlock Ave, Moreno Valley, CA 92557, USA"
"2020","Morganton, NC",1,-81.6848188,35.7454071,"203 E Concord St, Morganton, NC 28655, USA"
"2021","Morgantown, WV",7,-79.9558968,39.629526,"268 High St, Morgantown, WV 26505, USA"
"2022","Morris Plains, NJ",1,-74.4818698,40.8395922,"1 Hillside Ct W, Morris Plains, NJ 07950, USA"
"2023","Morris, Illinois",1,-88.4211785,41.357254,"Benjohn ct, Morris, IL 60450, United States"
"2024","Morristown, NJ",2,-74.4815438,40.7967667,"Morristown Green, 10 N Park Pl, Morristown, NJ 07960, USA"
"2025","Morristown, TN",1,-83.2948922,36.2139814,"202 W 1st N St, Morristown, TN 37814, USA"
"2026","Mount Airy, NC",1,-80.6072858,36.4993007,"111 N Main St, Mt Airy, NC 27030, USA"
"2027","Mount Holly, NC",1,-81.0159081,35.2981943,"108 N Main St, Mt Holly, NC 28120, USA"
"2028","Mount Kisco, NY",1,-73.7270761,41.2042616,"165 Main St, Mt Kisco, NY 10549, USA"
"2029","Mount Lebanon, PA",1,-80.0494982,40.3553473,"1541 Washington Rd, Pittsburgh, PA 15228, USA"
"2030","Mount Olympus",1,22.3585552,40.0884128,"S<U+03BA><U+03AC><U+03BB>a - <U+039F><U+03C1><U+03BF>p<U+03AD>d<U+03B9><U+03BF> <U+039C><U+03BF><U+03C5>s<U+03CE><U+03BD>, Dion Olimpos 602 00, Greece"
"2031","Mount Pleasant, MI",5,-84.7675139,43.5978075,"705 S Mission St, Mt Pleasant, MI 48858, USA"
"2032","Mount Pleasant, SC",1,-79.8284258,32.8323225,"1902-1914 N Hwy 17, Mt Pleasant, SC 29464, USA"
"2033","mount pleasant/ austin",1,-79.3883905,43.7034313,"586 Mt Pleasant Rd, Toronto, ON M4S 2M8, Canada"
"2034","MOUNT VERNON NEW YORK",2,-73.8370786,40.9125992,"9 Gramatan Ave, Mt Vernon, NY 10550, USA"
"2035","Mount Vernon, KY",1,-84.3404919,37.3528615,"25 Sand Springs Rd, Mt Vernon, KY 40456, USA"
"2036","Mount Vernon, Ohio",1,-82.4857181,40.3933956,"23 Public Square, Mt Vernon, OH 43050, USA"
"2037","mountain state",1,-80.4549026,38.5976262,"Unnamed Road, Hacker Valley, WV 26222, USA"
"2038","Mountain View",1,-122.0838511,37.3860517,"903 Castro St, Mountain View, CA 94041, USA"
"2041","Mt Pleasant, TX",1,-94.968269,33.1567863,"102 N Jefferson Ave, Mt Pleasant, TX 75455, USA"
"2042","Muncie, IN",2,-85.3863599,40.1933767,"105 E Main St, Muncie, IN 47305, USA"
"2043","Mundo ",3,-95.9082993,36.179738,"1623 N Maplewood Ave, Tulsa, OK 74115, USA"
"2044","Murfreesboro, TN",9,-86.39027,35.8456213,"120 E Main St, Murfreesboro, TN 37130, USA"
"2045","Murfreesboro, TN ",1,-86.39027,35.8456213,"120 E Main St, Murfreesboro, TN 37130, USA"
"2046","Murphy, NC",1,-84.0346315,35.0875836,"22 Hiwassee St, Murphy, NC 28906, USA"
"2047","Murphy, TX",1,-96.6130486,33.0151205,"129 N Murphy Rd, Murphy, TX 75094, USA"
"2048","Murray, KY",1,-88.314761,36.6103334,"42071 KY-94, Murray, KY 42071, USA"
"2049","Murray, UT",2,-111.8879909,40.6668916,"118 4800 S, Murray, UT 84107, USA"
"2050","Murrieta, CA",2,-117.2139232,33.5539143,"24792 Washington Ave, Murrieta, CA 92562, USA"
"2051","Muscatine, IA",1,-91.0432051,41.424473,"401 E 3rd St, Muscatine, IA 52761, USA"
"2052","Muskegon Heights, MI",1,-86.2389464,43.2011264,"210 E Broadway Ave, Muskegon Heights, MI 49444, USA"
"2053","Muskogee, Ok",2,-95.3696909,35.7478769,"105 S Main St, Muskogee, OK 74401, USA"
"2055","My Heart Is In LA",1,-118.2142238,34.1377854,"5022 Eagle Rock Blvd, Los Angeles, CA 90041, USA"
"2056","myg",1,-96.918367,32.7392328,"650 S Walton Walker Blvd, Dallas, TX 75211, USA"
"2057","Myrtle Beach, SC",5,-78.8866943,33.6890603,"400 N Kings Hwy, Myrtle Beach, SC 29577, USA"
"2058","Mystery, USA",1,-84.7328269,45.7794809,"200 S Nicolet St, Mackinaw City, MI 49701, USA"
"2059","n",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"2060","N. Va",1,-78.6568942,37.4315734,"Woolridge Rd, Dillwyn, VA 23936, USA"
"2061","Naches, WA",1,-120.699516,46.730958,"29 E Second St, Naches, WA 98937, USA"
"2062","Nanticoke, PA",1,-76.004923,41.2053599,"4 E Main St, Nanticoke, PA 18634, USA"
"2063","Napa Valley California",1,-122.2653887,38.5024689,"3777 Sage Canyon Rd, St Helena, CA 94574, USA"
"2064","Napa, CA",1,-122.286865,38.2975381,"853 Coombs St, Napa, CA 94559, USA"
"2065","Naperville, IL",3,-88.1535352,41.7508391,"1052 Alder Ln, Naperville, IL 60540, USA"
"2066","nappanee, in",1,-86.0013875,41.4428253,"102 W Market St, Nappanee, IN 46550, USA"
"2067","Narnia",3,-73.9594438,40.7144279,"672 Driggs Ave, Brooklyn, NY 11211, USA"
"2068","Nash ",1,-98.050341,36.6661413,"US-64, Nash, OK 73761, USA"
"2069","Nashua, NH",2,-71.467566,42.7653662,"9 Main St, Nashua, NH 03064, USA"
"2070","Nashua, NH, USA",1,-71.467566,42.7653662,"9 Main St, Nashua, NH 03064, USA"
"2071","Nashville",3,-86.7816016,36.1626638,"201 6th Ave N, Nashville, TN 37219, USA"
"2072","Nashville Tn",1,-86.7816016,36.1626638,"201 6th Ave N, Nashville, TN 37219, USA"
"2073","Nashville, Tennessee",1,-86.7816016,36.1626638,"201 6th Ave N, Nashville, TN 37219, USA"
"2074","Nashville, TN",40,-86.7816016,36.1626638,"201 6th Ave N, Nashville, TN 37219, USA"
"2075","Nashville,TN",1,-86.7816016,36.1626638,"201 6th Ave N, Nashville, TN 37219, USA"
"2076","Natchitoches",1,-93.0862749,31.7607195,"584 Front St, Natchitoches, LA 71457, USA"
"2077","Natchitoches, LA",1,-93.0862749,31.7607195,"584 Front St, Natchitoches, LA 71457, USA"
"2078","National",1,-95.6291268,37.0329119,"901 W 11th St, Coffeyville, KS 67337, USA"
"2079","Naugatuck, CT",1,-73.0506972,41.485921,"S Main St and State Hwy 63, Naugatuck, CT 06770, USA"
"2080","Navarre, FL",1,-86.9123217,30.4109342,"2034 Anchor Dr, Navarre, FL 32566, USA"
"2082","Nbg",2,-97.7591675,30.4345698,"12301 Technology Blvd, Austin, TX 78727, USA"
"2083","nbtx",1,-98.1244531,29.7030024,"770 S Interstate 35, New Braunfels, TX 78130, USA"
"2084","nc",1,-79.0192997,35.7595731,"New Hope, NC, USA"
